datetime,open,high,low,close,volume
1483328700000,8215.05,8215.05,8158.2,8168.0,1733025
1483331400000,8167.45,8173.3,8156.35,8161.2,474900
1483334100000,8162.0,8164.0,8151.0,8162.0,715125
1483336800000,8162.0,8176.0,8158.65,8166.85,558300
1483339500000,8166.9,8172.35,8156.95,8170.15,384750
1483342200000,8170.15,8186.85,8169.5,8182.7,783600
1483344900000,8182.4,8213.95,8181.15,8203.8,1608750
1483347600000,8203.15,8218.8,8181.6,8195.0,1332225
1483350300000,8194.0,8196.75,8187.5,8190.05,773775
1483415100000,8200.0,8205.0,8159.0,8184.05,1871625
1483417800000,8184.9,8209.9,8178.0,8204.95,1076325
1483420500000,8203.1,8228.0,8194.15,8225.0,1044975
1483423200000,8225.0,8225.0,8202.0,8214.1,616200
1483425900000,8214.1,8220.1,8212.1,8217.15,403650
1483428600000,8217.85,8221.0,8182.05,8192.0,1068825
1483431300000,8191.65,8214.45,8188.8,8212.9,841425
1483434000000,8212.95,8222.95,8195.1,8196.0,951075
1483436700000,8195.4,8200.0,8189.65,8189.65,639900
1483501500000,8202.25,8223.4,8196.45,8216.35,1668075
1483504200000,8216.8,8221.3,8204.5,8205.1,639000
1483506900000,8205.15,8216.0,8200.4,8213.9,558975
1483509600000,8215.0,8215.0,8187.35,8189.0,772200
1483512300000,8188.8,8207.85,8187.3,8203.55,411375
1483515000000,8203.6,8217.95,8201.55,8208.95,505800
1483517700000,8208.2,8211.65,8197.5,8207.0,495600
1483520400000,8207.0,8208.7,8188.5,8204.1,922800
1483523100000,8205.1,8208.45,8201.15,8207.0,823650
1483587900000,8254.7,8267.5,8236.15,8264.05,2483625
1483590600000,8264.25,8268.3,8256.15,8263.0,816900
1483593300000,8263.3,8284.0,8263.1,8278.15,1169100
1483596000000,8277.7,8289.0,8273.0,8285.75,847350
1483598700000,8285.65,8287.8,8271.25,8278.55,971775
1483601400000,8279.95,8287.95,8276.85,8285.0,698175
1483604100000,8285.0,8295.7,8267.9,8274.3,1401450
1483606800000,8273.6,8298.7,8273.6,8290.0,1371900
1483609500000,8288.7,8291.45,8281.0,8288.0,1027950
1483674300000,8305.55,8322.25,8301.15,8315.0,1574400
1483677000000,8315.0,8329.6,8290.45,8291.0,1477575
1483679700000,8290.1,8303.25,8277.8,8290.0,1052025
1483682400000,8289.0,8297.7,8282.0,8295.95,361125
1483685100000,8295.95,8299.7,8281.0,8291.75,521025
1483687800000,8291.75,8293.0,8272.0,8288.45,691725
1483690500000,8289.4,8294.7,8275.0,8283.65,540750
1483693200000,8283.65,8283.65,8256.5,8266.5,1402425
1483695900000,8266.9,8276.2,8264.65,8269.5,747300
1483933500000,8266.0,8272.4,8245.7,8252.9,1191375
1483936200000,8251.6,8261.0,8248.0,8253.0,509175
1483938900000,8252.4,8260.85,8241.1,8260.15,567975
1483941600000,8260.15,8266.0,8255.6,8260.7,292800
1483944300000,8260.1,8262.9,8254.5,8258.85,187875
1483947000000,8258.0,8264.4,8249.75,8263.9,312825
1483949700000,8263.0,8268.9,8252.0,8254.0,494700
1483952400000,8254.0,8259.7,8247.25,8253.0,480975
1483955100000,8252.05,8254.0,8245.0,8253.85,660450
1484019900000,8274.8,8295.0,8260.0,8286.0,1773375
1484022600000,8287.3,8288.0,8276.8,8281.0,502050
1484025300000,8279.95,8281.45,8272.6,8275.85,385725
1484028000000,8275.75,8284.0,8275.05,8279.35,291825
1484030700000,8277.55,8283.0,8273.05,8279.15,204525
1484033400000,8278.5,8298.0,8278.3,8293.4,613725
1484036100000,8293.4,8297.05,8282.05,8285.3,554175
1484038800000,8285.2,8292.5,8278.65,8290.25,785775
1484041500000,8289.8,8298.75,8289.45,8296.1,842475
1484106300000,8335.0,8354.0,8324.0,8348.0,2058675
1484109000000,8348.0,8351.85,8343.2,8346.8,638625
1484111700000,8346.9,8351.4,8344.0,8349.35,436200
1484114400000,8348.75,8353.5,8344.05,8351.0,380850
1484117100000,8350.65,8377.8,8349.3,8371.2,1499775
1484119800000,8371.05,8379.95,8368.0,8377.5,657375
1484122500000,8377.0,8388.85,8375.95,8383.55,900675
1484125200000,8384.25,8399.8,8382.5,8386.55,1232700
1484127900000,8386.55,8388.4,8381.05,8385.65,876450
1484192700000,8403.2,8419.0,8386.6,8390.85,2179725
1484195400000,8390.85,8404.8,8386.05,8401.15,989100
1484198100000,8401.95,8412.4,8396.6,8406.45,538725
1484200800000,8406.75,8408.35,8392.65,8398.0,535950
1484203500000,8398.1,8409.25,8393.0,8407.4,456375
1484206200000,8408.0,8416.8,8400.0,8403.0,694950
1484208900000,8403.0,8411.0,8396.35,8402.0,691725
1484211600000,8400.45,8424.0,8399.8,8414.75,1316400
1484214300000,8414.0,8423.2,8414.0,8422.0,716100
1484279100000,8454.9,8457.0,8400.25,8406.1,2176500
1484281800000,8405.65,8413.4,8388.2,8406.4,1235025
1484284500000,8405.75,8412.0,8401.0,8410.0,451875
1484287200000,8410.0,8417.1,8405.25,8410.4,405975
1484289900000,8411.4,8411.5,8403.2,8404.75,337875
1484292600000,8404.1,8414.5,8401.1,8407.2,398925
1484295300000,8407.45,8412.9,8390.0,8401.4,738900
1484298000000,8401.4,8426.1,8398.0,8418.25,1089150
1484300700000,8418.5,8419.45,8411.25,8418.45,663750
