datetime,open,high,low,close,volume
1191196800000,8933.4,9194.45,8933.4,9194.45,0
1193875200000,9200.1,9784.7,8697.95,9512.1,350
1196640000000,9693.9,10301.0,9250.0,9954.95,244475
1199145600000,9959.0,10806.0,7641.0,9226.25,3733275
1201824000000,9201.0,9765.0,8250.0,8677.4,823550
1204502400000,8065.0,8095.0,6400.0,6629.55,2581150
1207008000000,6700.0,7832.0,6465.05,7648.1,2460075
1209686400000,7809.0,8005.0,6480.0,6500.0,2797300
1212364800000,6545.0,6664.0,4904.0,4911.0,4134025
1214870400000,4979.0,6463.95,4530.0,5730.0,8189775
1217548800000,5601.0,6757.0,5550.1,5720.05,10973050
1220227200000,6050.55,6677.65,5550.0,6080.2,18442095
1222819200000,5850.0,6040.0,3771.0,4280.45,18090750
1225670400000,4777.0,5425.0,3952.0,4291.15,15023695
1228089600000,4360.0,5244.0,3902.25,4930.25,17138230
1230768000000,5019.9,5441.25,4026.0,4361.0,19798755
1233532800000,4410.5,4604.0,3782.55,3834.9,17645890
1235952000000,3773.0,4304.9,3290.15,4285.15,39799300
1238544000000,4150.0,5294.65,3996.2,5130.95,48390850
1241395200000,5275.1,7600.0,5266.0,7341.0,33108900
1243814400000,7450.0,7623.5,6837.5,7311.3,6217650
1246406400000,7312.0,7695.0,6366.0,7554.6,15130100
1249257600000,7575.0,7729.0,6974.0,7452.3,22462400
1251763200000,7485.5,8789.0,7305.1,8762.9,20547900
1254355200000,8750.5,9598.0,8381.4,8419.5,27775400
1257206400000,8333.0,9360.0,8180.7,9012.8,29153750
1259625600000,9018.0,9444.0,8561.55,9029.5,29169550
1262563200000,9026.3,9249.0,8260.1,8630.05,23304450
1264982400000,8570.0,8864.4,8141.0,8740.45,27324300
1267488000000,8780.0,9598.8,8780.0,9485.45,22974250
1270080000000,9520.0,9893.7,9212.1,9842.1,23000875
1272844800000,9798.8,9846.4,8815.0,9253.9,31976825
1275350400000,9222.2,9779.7,8950.05,9505.0,32924125
1277942400000,9400.15,10198.0,9276.0,10126.45,27193000
1280707200000,10199.55,11110.95,10171.0,10740.75,32424350
1283299200000,10780.0,12399.7,10758.0,12264.15,32819700
1285891200000,12370.05,12885.0,12005.0,12392.0,27030125
1288569600000,12472.2,13320.0,11440.0,12025.2,32349900
1291161600000,12000.0,12587.0,11041.65,11839.0,34598550
1294012800000,11920.0,11955.55,10384.0,10660.0,38537950
1296518400000,10700.05,11279.7,10030.0,10443.0,37204275
1298937600000,10543.0,11900.0,10520.0,11705.45,34758875
1301616000000,11800.0,12025.0,11431.0,11511.75,24195675
1304294400000,11588.8,11726.2,10330.0,10930.6,30988900
1306886400000,10934.0,11266.85,10335.85,11244.65,24005400
1309478400000,11299.9,11495.0,10763.3,10910.8,22737250
1312156800000,11011.0,11075.0,8905.95,9521.65,32398450
1314921600000,9550.1,9960.0,9160.05,9430.0,34268025
1317600000000,9320.0,10125.55,8637.95,10016.7,28243375
1320105600000,9924.9,10019.95,8231.75,8561.35,34329675
1322697600000,8908.0,9307.5,7750.0,7944.3,38277603
1325462400000,7964.0,9980.0,7880.0,9952.45,35949650
1328054400000,9960.0,11249.8,9745.65,10519.8,40152550
1330560000000,10498.0,11014.75,9840.0,10269.85,46767125
1333324800000,10228.85,10674.8,10035.0,10269.7,36851925
1335916800000,10280.0,10375.0,8925.25,9441.0,49508475
1338508800000,9388.45,10374.0,9045.8,10346.55,53530975
1341187200000,10351.0,10788.0,10055.85,10435.3,41655150
1343779200000,10430.0,10734.0,9963.5,10070.7,37037600
1346630400000,10097.0,11600.0,9881.5,11513.75,40422475
1349049600000,11508.0,11803.0,11202.2,11338.45,40855825
1351728000000,11320.0,12231.4,11055.0,12200.9,30924225
1354492800000,12152.0,12625.0,11805.0,12576.2,32120200
1356998400000,12627.0,12975.0,12515.55,12708.6,35709525
1359676800000,12774.0,12809.0,11425.5,11487.35,29172800
1362096000000,11601.1,12294.25,11064.65,11361.85,38904750
1364774400000,11484.9,12769.9,10904.15,12495.4,39369125
1367452800000,12500.15,13348.7,12139.5,12484.05,43497650
1370217600000,12501.0,12529.95,11040.0,11641.45,43116675
